"year","race_key","age_key","ed_key","gender","var1","var2","var3","marital_status","death_type","overall_cause","counts","pop_total","rate"
2018,"Black","40-44","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",1362,287.151148834502,474314.661643572
2018,"Black","40-44","Masters",NA,"Race","Age","Education",NA,NA,"DoD",20,518.348887775856,3858.40511509854
2018,"Black","40-44","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",241,518.348887775856,46493.7816369374
2018,"Black","40-44","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",1269,2443.30516486014,51937.8429780644
2018,"Black","40-44","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",167,2443.30516486014,6835.00376464678
2018,"Black","40-44","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",33,NA,NA
2018,"Black","40-44","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",116,NA,NA
2018,"Black","45-49","Associate",NA,"Race","Age","Education",NA,NA,"DoD",97,756.454076649624,12822.9859543646
2018,"Black","45-49","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",888,756.454076649624,117389.809561606
2018,"Black","45-49","BA",NA,"Race","Age","Education",NA,NA,"DoD",67,1940.33178512539,3453.01770107685
2018,"Black","45-49","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",828,1940.33178512539,42673.1142759945
2018,"Black","45-49","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",54,30.6198653283383,176356.098960447
2018,"Black","45-49","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",8,30.6198653283383,26126.8294756218
2018,"Black","45-49","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",5098,7067.20467145401,72136.0175203633
2018,"Black","45-49","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",735,7067.20467145401,10400.1516040539
2018,"Black","45-49","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",1847,489.955944878456,376972.66852394
2018,"Black","45-49","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",306,489.955944878456,62454.5947852332
2018,"Black","45-49","Masters",NA,"Race","Age","Education",NA,NA,"DoD",23,799.143848353829,2878.08009125993
2018,"Black","45-49","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",366,799.143848353829,45799.0136261363
2018,"Black","45-49","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",182,2979.19441638062,6109.03400594813
2018,"Black","45-49","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",1768,2979.19441638062,59344.9017720675
2018,"Black","45-49","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",61,NA,NA
2018,"Black","45-49","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",241,NA,NA
2018,"Black","50-54","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",1285,976.387024347331,131607.648192474
2018,"Black","50-54","Associate",NA,"Race","Age","Education",NA,NA,"DoD",103,976.387024347331,10549.0955360504
2018,"Black","50-54","BA",NA,"Race","Age","Education",NA,NA,"DoD",68,1609.49976786523,4224.9151790927
2018,"Black","50-54","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",1205,1609.49976786523,74867.9822177457
2018,"Black","50-54","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",7,25.9499355867906,26975.0187879589
2018,"Black","50-54","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",80,25.9499355867906,308285.929005245
2018,"Black","50-54","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",961,9088.44197423145,10573.8695666951
2018,"Black","50-54","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",7956,9088.44197423145,87539.756787332
2018,"Black","50-54","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",417,905.075028629062,46073.5283605868
2018,"Black","50-54","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",2980,905.075028629062,329254.471257911
2018,"Black","50-54","Masters",NA,"Race","Age","Education",NA,NA,"DoD",20,317.781575069419,6293.63108784109
2018,"Black","50-54","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",423,317.781575069419,133110.297507839
2018,"Black","50-54","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",2511,2744.28870984535,91499.1192796732
2018,"Black","50-54","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",237,2744.28870984535,8636.11759031563
2018,"Black","50-54","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",424,NA,NA
2018,"Black","50-54","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",86,NA,NA
2018,"Black","55-59","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",1990,885.372342585492,224764.192903151
2018,"Black","55-59","Associate",NA,"Race","Age","Education",NA,NA,"DoD",96,885.372342585492,10842.8957380414
2018,"Black","55-59","BA",NA,"Race","Age","Education",NA,NA,"DoD",82,1569.41445862993,5224.87858762205
2018,"Black","55-59","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",1793,1569.41445862993,114246.430580565
2018,"Black","55-59","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",153,22.5756394876768,677721.665796076
2018,"Black","55-59","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",9,22.5756394876768,39865.9803409456
2018,"Black","55-59","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",1107,9966.27571177875,11107.4591152609
2018,"Black","55-59","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",12273,9966.27571177875,123145.29875483
2018,"Black","55-59","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",5023,982.389995776918,511304.06677519
2018,"Black","55-59","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",502,982.389995776918,51099.8689072557
2018,"Black","55-59","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",608,224.383024251894,270965.239918264
2018,"Black","55-59","Masters",NA,"Race","Age","Education",NA,NA,"DoD",21,224.383024251894,9358.99677349266
2018,"Black","55-59","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",3993,2340.30659939092,170618.670264794
2018,"Black","55-59","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",265,2340.30659939092,11323.3026847409
2018,"Black","55-59","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",722,NA,NA
2018,"Black","55-59","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",127,NA,NA
2018,"Black","60-64","Associate",NA,"Race","Age","Education",NA,NA,"DoD",120,787.784779923062,15232.5867493555
2018,"Black","60-64","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",2779,787.784779923062,352761.321470492
2018,"Black","60-64","BA",NA,"Race","Age","Education",NA,NA,"DoD",78,1297.11456482264,6013.34701770658
2018,"Black","60-64","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",2618,1297.11456482264,201832.596055844
2018,"Black","60-64","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",8,25.6598984584322,31177.0524460945
2018,"Black","60-64","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",262,25.6598984584322,1021048.4676096
2018,"Black","60-64","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",15767,8224.95474359621,191697.103406871
2018,"Black","60-64","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",895,8224.95474359621,10881.5188399283
2018,"Black","60-64","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",387,1235.68583523503,31318.6401401447
2018,"Black","60-64","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",6695,1235.68583523503,541804.381752633
2018,"Black","60-64","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",902,179.450018192252,502646.925916526
2018,"Black","60-64","Masters",NA,"Race","Age","Education",NA,NA,"DoD",27,179.450018192252,15045.9722835324
2018,"Black","60-64","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",287,2459.68017387122,11668.1836544748
2018,"Black","60-64","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",5130,2459.68017387122,208563.700862216
2018,"Black","60-64","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",96,NA,NA
2018,"Black","60-64","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",1000,NA,NA
2018,"Black","65-69","Associate",NA,"Race","Age","Education",NA,NA,"DoD",81,NA,NA
2018,"Black","65-69","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",3114,NA,NA
2018,"Black","65-69","BA",NA,"Race","Age","Education",NA,NA,"DoD",75,NA,NA
2018,"Black","65-69","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",3095,NA,NA
2018,"Black","65-69","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",347,NA,NA
2018,"Black","65-69","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",5,NA,NA
2018,"Black","65-69","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",513,NA,NA
2018,"Black","65-69","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",16327,NA,NA
2018,"Black","65-69","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",7113,NA,NA
2018,"Black","65-69","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",228,NA,NA
2018,"Black","65-69","Masters",NA,"Race","Age","Education",NA,NA,"DoD",17,NA,NA
2018,"Black","65-69","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",1341,NA,NA
2018,"Black","65-69","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",150,NA,NA
2018,"Black","65-69","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",5719,NA,NA
2018,"Black","65-69","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",80,NA,NA
2018,"Black","65-69","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",1024,NA,NA
2018,"Black","70-74","Associate",NA,"Race","Age","Education",NA,NA,"DoD",43,NA,NA
2018,"Black","70-74","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",2574,NA,NA
2018,"Black","70-74","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",2653,NA,NA
2018,"Black","70-74","BA",NA,"Race","Age","Education",NA,NA,"DoD",34,NA,NA
2018,"Black","70-74","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",2,NA,NA
2018,"Black","70-74","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",363,NA,NA
2018,"Black","70-74","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",204,NA,NA
2018,"Black","70-74","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",14888,NA,NA
2018,"Black","70-74","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",7944,NA,NA
2018,"Black","70-74","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",124,NA,NA
2018,"Black","70-74","Masters",NA,"Race","Age","Education",NA,NA,"DoD",10,NA,NA
2018,"Black","70-74","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",1350,NA,NA
2018,"Black","70-74","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",4830,NA,NA
2018,"Black","70-74","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",52,NA,NA
2018,"Black","70-74","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",25,NA,NA
2018,"Black","70-74","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",952,NA,NA
2018,"Black","75-79","Associate",NA,"Race","Age","Education",NA,NA,"DoD",10,NA,NA
2018,"Black","75-79","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",2122,NA,NA
2018,"Black","75-79","BA",NA,"Race","Age","Education",NA,NA,"DoD",12,NA,NA
2018,"Black","75-79","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",2170,NA,NA
2018,"Black","75-79","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",5,NA,NA
2018,"Black","75-79","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",406,NA,NA
2018,"Black","75-79","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",14775,NA,NA
2018,"Black","75-79","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",88,NA,NA
2018,"Black","75-79","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",43,NA,NA
2018,"Black","75-79","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",8994,NA,NA
2018,"Black","75-79","Masters",NA,"Race","Age","Education",NA,NA,"DoD",7,NA,NA
2018,"Black","75-79","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",1210,NA,NA
2018,"Black","75-79","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",3791,NA,NA
2018,"Black","75-79","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",25,NA,NA
2018,"Black","75-79","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",5,NA,NA
2018,"Black","75-79","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",765,NA,NA
2018,"Black","80-84","Associate",NA,"Race","Age","Education",NA,NA,"DoD",9,NA,NA
2018,"Black","80-84","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",1931,NA,NA
2018,"Black","80-84","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",2109,NA,NA
2018,"Black","80-84","BA",NA,"Race","Age","Education",NA,NA,"DoD",9,NA,NA
2018,"Black","80-84","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",383,NA,NA
2018,"Black","80-84","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",13438,NA,NA
2018,"Black","80-84","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",38,NA,NA
2018,"Black","80-84","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",41,NA,NA
2018,"Black","80-84","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",9983,NA,NA
2018,"Black","80-84","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",1263,NA,NA
2018,"Black","80-84","Masters",NA,"Race","Age","Education",NA,NA,"DoD",1,NA,NA
2018,"Black","80-84","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",3212,NA,NA
2018,"Black","80-84","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",8,NA,NA
2018,"Black","80-84","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",5,NA,NA
2018,"Black","80-84","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",700,NA,NA
2018,"Black","85+","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",2771,NA,NA
2018,"Black","85+","Associate",NA,"Race","Age","Education",NA,NA,"DoD",6,NA,NA
2018,"Black","85+","BA",NA,"Race","Age","Education",NA,NA,"DoD",8,NA,NA
2018,"Black","85+","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",3623,NA,NA
2018,"Black","85+","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",656,NA,NA
2018,"Black","85+","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",2,NA,NA
2018,"Black","85+","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",33,NA,NA
2018,"Black","85+","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",22324,NA,NA
2018,"Black","85+","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",22939,NA,NA
2018,"Black","85+","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",31,NA,NA
2018,"Black","85+","Masters",NA,"Race","Age","Education",NA,NA,"DoD",7,NA,NA
2018,"Black","85+","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",2439,NA,NA
2018,"Black","85+","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",5,NA,NA
2018,"Black","85+","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",5129,NA,NA
2018,"Black","85+","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",3,NA,NA
2018,"Black","85+","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",1439,NA,NA
2018,"Black","Unknown","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",1,NA,NA
2018,"Black","Unknown","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",3,NA,NA
2018,"Black","Unknown","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",1,NA,NA
2018,"Black","Unknown","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",1,NA,NA
2018,"Black","Unknown","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",3,NA,NA
2018,"Black","Unknown","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",28,NA,NA
2018,"Black","Unknown","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",3,NA,NA
2018,"Hispanic","15-19","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",4,NA,NA
2018,"Hispanic","15-19","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",396,NA,NA
2018,"Hispanic","15-19","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",117,NA,NA
2018,"Hispanic","15-19","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",368,NA,NA
2018,"Hispanic","15-19","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",973,NA,NA
2018,"Hispanic","15-19","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",45,NA,NA
2018,"Hispanic","15-19","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",132,NA,NA
2018,"Hispanic","15-19","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",2,NA,NA
2018,"Hispanic","15-19","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",17,NA,NA
2018,"Hispanic","20-24","Associate",NA,"Race","Age","Education",NA,NA,"DoD",39,NA,NA
2018,"Hispanic","20-24","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",107,NA,NA
2018,"Hispanic","20-24","BA",NA,"Race","Age","Education",NA,NA,"DoD",23,NA,NA
2018,"Hispanic","20-24","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",64,NA,NA
2018,"Hispanic","20-24","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",2,NA,NA
2018,"Hispanic","20-24","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",1206,NA,NA
2018,"Hispanic","20-24","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",517,NA,NA
2018,"Hispanic","20-24","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",301,NA,NA
2018,"Hispanic","20-24","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",738,NA,NA
2018,"Hispanic","20-24","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",4,NA,NA
2018,"Hispanic","20-24","Masters",NA,"Race","Age","Education",NA,NA,"DoD",1,NA,NA
2018,"Hispanic","20-24","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",236,NA,NA
2018,"Hispanic","20-24","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",489,NA,NA
2018,"Hispanic","20-24","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",10,NA,NA
2018,"Hispanic","20-24","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",36,NA,NA
2018,"Hispanic","25-29","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",134,2483.8968881926,5394.74889787011
2018,"Hispanic","25-29","Associate",NA,"Race","Age","Education",NA,NA,"DoD",73,2483.8968881926,2938.93036973521
2018,"Hispanic","25-29","BA",NA,"Race","Age","Education",NA,NA,"DoD",65,8036.02292071549,808.857822349425
2018,"Hispanic","25-29","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",111,8036.02292071549,1381.28028124286
2018,"Hispanic","25-29","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",10,12.394228070472,80682.7173353699
2018,"Hispanic","25-29","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",2,12.394228070472,16136.543467074
2018,"Hispanic","25-29","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",1256,27855.2242594829,4509.02849784961
2018,"Hispanic","25-29","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",689,27855.2242594829,2473.50369030126
2018,"Hispanic","25-29","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",837,6343.47266008701,13194.6655223469
2018,"Hispanic","25-29","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",384,6343.47266008701,6053.46661957132
2018,"Hispanic","25-29","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",15,217.567695269736,6894.40589118861
2018,"Hispanic","25-29","Masters",NA,"Race","Age","Education",NA,NA,"DoD",8,217.567695269736,3677.01647530059
2018,"Hispanic","25-29","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",413,12347.7038336293,3344.75142556613
2018,"Hispanic","25-29","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",276,12347.7038336293,2235.23339819916
2018,"Hispanic","25-29","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",20,NA,NA
2018,"Hispanic","25-29","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",35,NA,NA
2018,"Hispanic","30-34","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",158,1969.30549933429,8023.13303108179
2018,"Hispanic","30-34","Associate",NA,"Race","Age","Education",NA,NA,"DoD",77,1969.30549933429,3910.00786957784
2018,"Hispanic","30-34","BA",NA,"Race","Age","Education",NA,NA,"DoD",62,5460.4344958165,1135.44077943799
2018,"Hispanic","30-34","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",131,5460.4344958165,2399.07648558673
2018,"Hispanic","30-34","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",7,27.6162136895151,25347.428429907
2018,"Hispanic","30-34","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",5,27.6162136895151,18105.3060213621
2018,"Hispanic","30-34","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",643,22537.2288266771,2853.05706812937
2018,"Hispanic","30-34","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",1189,22537.2288266771,5275.71516952693
2018,"Hispanic","30-34","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",974,11842.0509333659,8224.92662361114
2018,"Hispanic","30-34","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",425,11842.0509333659,3588.90535424511
2018,"Hispanic","30-34","Masters",NA,"Race","Age","Education",NA,NA,"DoD",20,459.074910177322,4356.58746679814
2018,"Hispanic","30-34","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",31,459.074910177322,6752.71057353711
2018,"Hispanic","30-34","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",401,5401.86440077767,7423.36294006696
2018,"Hispanic","30-34","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",218,5401.86440077767,4035.64369310374
2018,"Hispanic","30-34","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",28,NA,NA
2018,"Hispanic","30-34","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",67,NA,NA
2018,"Hispanic","35-39","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",173,1727.85986279459,10012.3860577556
2018,"Hispanic","35-39","Associate",NA,"Race","Age","Education",NA,NA,"DoD",102,1727.85986279459,5903.25651960156
2018,"Hispanic","35-39","BA",NA,"Race","Age","Education",NA,NA,"DoD",79,4653.97828808865,1697.47246570084
2018,"Hispanic","35-39","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",191,4653.97828808865,4104.01570821342
2018,"Hispanic","35-39","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",12,29.8988680728798,40135.2986700014
2018,"Hispanic","35-39","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",8,29.8988680728798,26756.8657800009
2018,"Hispanic","35-39","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",1394,21817.0183260119,6389.50739816709
2018,"Hispanic","35-39","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",648,21817.0183260119,2970.15838881799
2018,"Hispanic","35-39","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",528,20012.2620642049,2638.38239928114
2018,"Hispanic","35-39","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",1313,20012.2620642049,6560.97744366693
2018,"Hispanic","35-39","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",64,551.18773964003,11611.2887492376
2018,"Hispanic","35-39","Masters",NA,"Race","Age","Education",NA,NA,"DoD",15,551.18773964003,2721.39580060257
2018,"Hispanic","35-39","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",192,4716.31811040776,4070.97221827134
2018,"Hispanic","35-39","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",486,4716.31811040776,10304.6484274993
2018,"Hispanic","35-39","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",17,NA,NA
2018,"Hispanic","35-39","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",74,NA,NA
2018,"Hispanic","40-44","Associate",NA,"Race","Age","Education",NA,NA,"DoD",86,1373.76043012843,6260.18904853447
2018,"Hispanic","40-44","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",249,1373.76043012843,18125.4310823847
2018,"Hispanic","40-44","BA",NA,"Race","Age","Education",NA,NA,"Not a DoD",260,3115.75311758325,8344.69196332445
2018,"Hispanic","40-44","BA",NA,"Race","Age","Education",NA,NA,"DoD",63,3115.75311758325,2021.98305265169
2018,"Hispanic","40-44","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"DoD",6,32.4991248374801,18462.0356086648
2018,"Hispanic","40-44","Doctorate or Professional",NA,"Race","Age","Education",NA,NA,"Not a DoD",26,32.4991248374801,80002.1543042141
2018,"Hispanic","40-44","High School degree or GED",NA,"Race","Age","Education",NA,NA,"Not a DoD",1626,23552.4758246984,6903.73280542714
2018,"Hispanic","40-44","High School degree or GED",NA,"Race","Age","Education",NA,NA,"DoD",614,23552.4758246984,2606.94461410348
2018,"Hispanic","40-44","Less than High School",NA,"Race","Age","Education",NA,NA,"DoD",517,16593.7461290566,3115.6316119282
2018,"Hispanic","40-44","Less than High School",NA,"Race","Age","Education",NA,NA,"Not a DoD",1580,16593.7461290566,9521.65947165677
2018,"Hispanic","40-44","Masters",NA,"Race","Age","Education",NA,NA,"Not a DoD",79,547.64323960791,14425.4496881146
2018,"Hispanic","40-44","Masters",NA,"Race","Age","Education",NA,NA,"DoD",15,547.64323960791,2739.00943445214
2018,"Hispanic","40-44","Some College but no degree",NA,"Race","Age","Education",NA,NA,"Not a DoD",526,2871.44197808326,18318.3224322406
2018,"Hispanic","40-44","Some College but no degree",NA,"Race","Age","Education",NA,NA,"DoD",178,2871.44197808326,6198.97603220309
2018,"Hispanic","40-44","Unknown",NA,"Race","Age","Education",NA,NA,"DoD",31,NA,NA
2018,"Hispanic","40-44","Unknown",NA,"Race","Age","Education",NA,NA,"Not a DoD",125,NA,NA
2018,"Hispanic","45-49","Associate",NA,"Race","Age","Education",NA,NA,"Not a DoD",374,1106.05757771757,33813.7912107412
2018,"Hispanic","45-49","Associate",NA,"Race","Age","Education",NA,NA,"DoD",78,1106.05757771757,7052.07410277491
